sector,okved2,year,RDcosts_s
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2017,27244.6433
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2018,26287.32
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2019,47032.3427
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2020,64040.7513
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2021,59912.953
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2022,63051.456
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.3,2023,65791.6936
"Производство летательных аппаратов, включая космические, и соответствующего оборудования",30.30,2024,86457.5724
"Производство силовых установок и двигателей для летательных аппаратов, включая космические; наземных тренажеров для летного состава; их частей",30.30.1,2024,55532.9033
Производство двигателей летательных аппаратов с искровым зажиганием и их частей,30.30.11,2024,9681.8608
Производство турбореактивных и турбовинтовых двигателей и их частей,30.30.12,2024,44672.7698
Производство реактивных двигателей и их частей,30.30.13,2024,
Производство наземных тренажеров для летного состава и их частей,30.30.14,2024,
"Производство вертолетов, самолетов и прочих летательных аппаратов",30.30.3,2024,11639.3461
Производство вертолетов,30.30.31,2024,
Производство самолетов,30.30.32,2024,3985.5309
Производство прочих летательных аппаратов,30.30.39,2024,
"Производство космических аппаратов (в том числе спутников), ракет-носителей",30.30.4,2024,
Производство частей и принадлежностей летательных и космических аппаратов,30.30.5,2024,11841.6386
Производство мебели,31,2017,
Производство мебели,31,2019,
Производство мебели,31.0,2024,
Производство мебели для офисов и предприятий торговли,31.01,2024,
Производство прочих готовых изделий,32,2017,23.0168
Производство прочих готовых изделий,32,2018,512.2274
Производство прочих готовых изделий,32,2019,218.5614
Производство прочих готовых изделий,32,2020,320.453
Производство прочих готовых изделий,32,2021,349.0888
Производство прочих готовых изделий,32,2022,324.4298
Производство прочих готовых изделий,32,2023,612.1165
Производство прочих готовых изделий,32,2024,621.4869
"Производство ювелирных изделий, бижутерии и подобных товаров",32.1,2024,
Производство ювелирных изделий и аналогичных изделий,32.12,2024,
Производство медицинских инструментов и оборудования,32.5,2017,
Производство медицинских инструментов и оборудования,32.5,2018,508.5959
Производство медицинских инструментов и оборудования,32.5,2019,55.2746
Производство медицинских инструментов и оборудования,32.5,2020,152.48270000000002
Производство медицинских инструментов и оборудования,32.5,2021,144.3381
Производство медицинских инструментов и оборудования,32.5,2022,121.5659
Производство медицинских инструментов и оборудования,32.5,2023,503.8705
Производство медицинских инструментов и оборудования,32.50,2024,584.874
"Производство изделий, не включенных в другие группировки",32.9,2024,22.3247
"Производство прочих готовых изделий, не включенных в другие группировки",32.99,2024,22.3247
Производство головных защитных уборов и прочих средств защиты,32.99.1,2024,22.3247
Ремонт и монтаж машин и оборудования,33,2017,1231.8326000000002
 Ремонт и монтаж машин и оборудования,33,2018,725.186
Ремонт и монтаж машин и оборудования,33,2019,904.5882
Ремонт и монтаж машин и оборудования,33,2020,954.8009
Ремонт и монтаж машин и оборудования,33,2021,620.1695
Ремонт и монтаж машин и оборудования,33,2022,5809.825400000001
Ремонт и монтаж машин и оборудования,33,2023,17884.7084
Ремонт и монтаж машин и оборудования,33,2024,33975.4868
"Ремонт и монтаж металлических изделий, машин и оборудования",33.1,2024,33774.0179
Ремонт машин и оборудования,33.12,2024,
Ремонт электронного и оптического оборудования,33.13,2024,
Ремонт электрического оборудования,33.14,2024,
"Ремонт и техническое обслуживание летательных аппаратов, включая космические",33.16,2024,
Монтаж промышленных машин и оборудования,33.20,2024,
"Обеспечение электрической энергией, газом и паром; кондиционирование воздуха",35,2024,1086.2077
"Производство, передача и распределение электроэнергии",35.1,2017,131.3766
"Производство, передача и распределение электроэнергии",35.1,2018,208.0078
"Производство, передача и распределение электроэнергии",35.1,2019,154.4931
"Производство, передача и распределение электроэнергии",35.1,2020,
"Производство, передача и распределение электроэнергии",35.1,2021,
"Производство, передача и распределение электроэнергии",35.1,2022,
"Производство, передача и распределение электроэнергии",35.1,2023,
"Производство, передача и распределение электроэнергии",35.1,2024,
Производство электроэнергии,35.11,2024,
"Производство электроэнергии тепловыми электростанциями, в том числе деятельность по обеспечению работоспособности электростанций",35.11.1,2024,
"Производство, передача и распределение пара и горячей воды; кондиционирование воздуха",35.30,2024,
Производство пара и горячей воды (тепловой энергии),35.30.1,2024,
Производство пара и горячей воды (тепловой энергии) котельными,35.30.14,2024,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2017,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2018,762.5975
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2019,680.3077
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2020,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2021,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2022,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2023,
"Сбор, обработка и утилизация отходов; обработка вторичного сырья",38,2024,
Сбор отходов,38.1,2024,
Сбор опасных отходов,38.12,2024,
Обработка и утилизация отходов,38.2,2024,
Обработка и утилизация опасных отходов,38.22,2024,
Обработка и утилизация радиоактивных отходов,38.22.1,2024,
Деятельность по обращению с отработавшим ядерным топливом,38.22.11,2024,
"Предоставление услуг в области ликвидации последствий загрязнений и прочих услуг, связанных с удалением отходов",39.00,2024,
Строительство зданий,41,2017,
Строительство зданий,41,2018,
Строительство инженерных сооружений,42,2019,
Строительство инженерных сооружений,42,2022,
Строительство инженерных сооружений,42,2023,
Работы строительные специализированные,43,2017,
 Работы строительные специализированные,43,2018,
Работы строительные специализированные,43,2024,
"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",43.2,2024,
Производство прочих строительно-монтажных работ,43.29,2024,
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2023,
Торговля оптовая и розничная автотранспортными средствами и мотоциклами и их ремонт,45,2024,
Техническое обслуживание и ремонт автотранспортных средств,45.20,2024,
Техническое обслуживание и ремонт прочих автотранспортных средств,45.20.2,2024,
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2017,1114.2322
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2018,2709.7133
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2019,3347.8984
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2020,1533.8258
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2021,1575.7387
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2022,1638.4895
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2023,2234.1557000000003
"Торговля оптовая, кроме оптовой торговли автотранспортными средствами и мотоциклами",46,2024,4263.9137
Торговля оптовая непродовольственными потребительскими товарами,46.4,2024,
Торговля оптовая фармацевтической продукцией,46.46,2024,
Торговля оптовая информационным и коммуникационным оборудованием,46.5,2024,1167.1556
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2023,
"Торговля оптовая компьютерами, периферийными устройствами к компьютерам и программным обеспечением",46.51,2024,991.4836
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2019,
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2021,
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2023,
Торговля оптовая электронным и телекоммуникационным оборудованием и его запасными частями,46.52,2024,
Торговля оптовая электронным оборудованием и его запасными частями,46.52.2,2024,
"Торговля оптовая прочими машинами, оборудованием и принадлежностями",46.6,2024,2876.6484
Торговля оптовая прочими машинами и оборудованием,46.69,2024,2876.6484
"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",46.69.5,2024,
"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",46.69.9,2024,85.29639999999999
Торговля оптовая специализированная прочая,46.7,2024,
"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",46.73,2024,
Торговля оптовая прочими строительными материалами и изделиями,46.73.6,2024,
Торговля оптовая химическими продуктами,46.75,2024,
Торговля оптовая удобрениями и агрохимическими продуктами,46.75.1,2024,
Торговля оптовая неспециализированная,46.90,2024,172.34
Деятельность сухопутного и трубопроводного транспорта,49,2017,303.0057
Деятельность сухопутного и трубопроводного транспорта,49,2018,505.8684
Деятельность сухопутного и трубопроводного транспорта,49,2019,186.5574
Деятельность сухопутного и трубопроводного транспорта,49,2021,
Деятельность сухопутного и трубопроводного транспорта,49,2022,
Деятельность воздушного и космического транспорта,51,2019,
Деятельность воздушного и космического транспорта,51,2021,
Складское хозяйство и вспомогательная транспортная деятельность,52,2019,
Складское хозяйство и вспомогательная транспортная деятельность,52,2020,
Складское хозяйство и вспомогательная транспортная деятельность,52,2021,
Складское хозяйство и вспомогательная транспортная деятельность,52,2022,
Складское хозяйство и вспомогательная транспортная деятельность,52,2023,
Складское хозяйство и вспомогательная транспортная деятельность,52,2024,
Деятельность по складированию и хранению,52.10,2024,
Хранение и складирование прочих грузов,52.10.9,2024,
Деятельность почтовой связи и курьерская деятельность,53,2017,
Деятельность почтовой связи и курьерская деятельность,53,2018,9.91
Деятельность почтовой связи и курьерская деятельность,53,2019,
Деятельность почтовой связи прочая и курьерская деятельность,53.2,2017,
Деятельность почтовой связи прочая и курьерская деятельность,53.2,2019,
Деятельность по предоставлению мест для временного проживания,55,2017,
Деятельность по предоставлению мест для временного проживания,55,2018,
Деятельность по предоставлению мест для временного проживания,55,2019,
Деятельность по предоставлению мест для временного проживания,55,2022,
Деятельность по предоставлению мест для временного проживания,55,2024,
Деятельность по предоставлению прочих мест для временного проживания,55.90,2024,
Деятельность по предоставлению продуктов питания и напитков,56,2019,
Деятельность по предоставлению продуктов питания и напитков,56,2021,
Деятельность по предоставлению продуктов питания и напитков,56,2022,
Деятельность по предоставлению продуктов питания и напитков,56,2024,
Деятельность предприятий общественного питания по обслуживанию торжественных мероприятий и прочим видам организации питания,56.2,2024,
Деятельность предприятий общественного питания по прочим видам организации питания,56.29,2024,
Деятельность столовых и буфетов при предприятиях и учреждениях,56.29.2,2024,
Деятельность издательская,58,2017,
Деятельность издательская,58,2018,
,58,2022,16.0031
Деятельность издательская,58,2023,
" Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2018,
,58.1,2021,8.0193
"Издание книг, периодических публикаций и другие виды издательской деятельности",58.1,2023,
Деятельность в сфере телекоммуникаций,61,2017,
Деятельность в сфере телекоммуникаций,61,2018,141.2142
Деятельность в сфере телекоммуникаций,61,2019,
Деятельность в сфере телекоммуникаций,61,2020,
Деятельность в сфере телекоммуникаций,61,2021,
Деятельность в сфере телекоммуникаций,61,2022,690.9468
Деятельность в сфере телекоммуникаций,61,2023,
Деятельность в сфере телекоммуникаций,61,2024,
Деятельность в области связи на базе проводных технологий,61.1,2017,
Деятельность в области связи на базе проводных технологий,61.1,2018,141.2142
Деятельность в области связи на базе проводных технологий,61.10,2019,
Деятельность в области связи на базе проводных технологий,61.10,2020,
Деятельность в области связи на базе проводных технологий,61.10,2021,
Деятельность в области связи на базе проводных технологий,61.10,2022,
Деятельность в области связи на базе проводных технологий,61.10,2023,
Деятельность в области связи на базе проводных технологий,61.10,2024,
Деятельность в области связи на базе проводных технологий прочая,61.10.9,2024,
Деятельность в области связи на базе беспроводных технологий,61.20,2023,
Деятельность в области связи на базе беспроводных технологий,61.20,2024,
Деятельность по предоставлению услуг подвижной связи для целей передачи данных,61.20.2,2024,
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2017,7924.9807
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2018,6964.956099999999
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2019,7939.8309
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2020,14227.635
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2021,10677.9276
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2022,15110.1243
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62,2023,15351.3899
"Разработка компьютерного программного обеспечения, консультационные услуги в данной области и другие сопутствующие услуги",62.0,2024,19634.5219
Разработка компьютерного программного обеспечения,62.01,2018,5366.0622
Разработка компьютерного программного обеспечения,62.01,2019,5099.0776
Разработка компьютерного программного обеспечения,62.01,2020,8965.0746
Разработка компьютерного программного обеспечения,62.01,2021,9856.7699
Разработка компьютерного программного обеспечения,62.01,2022,14760.8517
Разработка компьютерного программного обеспечения,62.01,2023,9872.8844
Разработка компьютерного программного обеспечения,62.01,2024,12540.0373
Деятельность консультативная и работы в области компьютерных технологий,62.02,2018,519.0651
Деятельность консультативная и работы в области компьютерных технологий,62.02,2019,13.7726
Деятельность консультативная и работы в области компьютерных технологий,62.02,2020,37.0781
Деятельность консультативная и работы в области компьютерных технологий,62.02,2021,11.009799999999998
Деятельность консультативная и работы в области компьютерных технологий,62.02,2022,5.4805
Деятельность консультативная и работы в области компьютерных технологий,62.02,2023,20.4738
Деятельность консультативная и работы в области компьютерных технологий,62.02,2024,5312.392400000001
"Деятельность по планированию, проектированию компьютерных систем",62.02.1,2024,
Деятельность по подготовке компьютерных систем к эксплуатации,62.02.4,2024,
Деятельность консультативная в области компьютерных технологий прочая,62.02.9,2024,
Деятельность по управлению компьютерным оборудованием,62.03,2024,
Деятельность по управлению компьютерными системами,62.03.1,2024,
Деятельность по сопровождению компьютерных систем,62.03.13,2024,
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2018,1079.8288
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2019,2826.9807
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2020,5225.4823
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2021,810.1479
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2022,343.7921
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2023,5458.0317000000005
"Деятельность, связанная с использованием вычислительной техники и информационных технологий, прочая",62.09,2024,1770.0007
Деятельность в области информационных технологий,63,2017,749.5139
Деятельность в области информационных технологий,63,2018,447.2637
Деятельность в области информационных технологий,63,2019,520.1453
Деятельность в области информационных технологий,63,2020,1237.2105
Деятельность в области информационных технологий,63,2021,281.1346
Деятельность в области информационных технологий,63,2022,308.9192
Деятельность в области информационных технологий,63,2023,847.6612
Деятельность в области информационных технологий,63,2024,671.2111
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2017,749.5139
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2018,433.2637
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2019,511.8773
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2020,1228.9425
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2021,272.86659999999995
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2022,291.3912
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2023,823.1392
"Деятельность по обработке данных, предоставление услуг по размещению информации, деятельность порталов в информационно-коммуникационной сети Интернет",63.1,2024,647.8711
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2019,511.8773
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2020,1228.9425
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2021,272.86659999999995
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2022,291.3912
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2023,823.1392
"Деятельность по обработке данных, предоставление услуг по размещению информации и связанная с этим деятельность",63.11,2024,647.8711
Деятельность по созданию и использованию баз данных и информационных ресурсов,63.11.1,2024,601.0676
Деятельность в области информационных услуг прочая,63.9,2018,
Деятельность в области информационных услуг прочая,63.9,2019,
Деятельность в области информационных услуг прочая,63.9,2020,
Деятельность в области информационных услуг прочая,63.9,2021,
Деятельность в области информационных услуг прочая,63.9,2022,
Деятельность в области информационных услуг прочая,63.9,2023,
Деятельность в области информационных услуг прочая,63.9,2024,
Деятельность информационных агентств,63.91,2019,
Деятельность информационных агентств,63.91,2020,
Деятельность информационных агентств,63.91,2021,
Деятельность информационных агентств,63.91,2022,
Деятельность информационных агентств,63.91,2023,
Деятельность информационных агентств,63.91,2024,
"Деятельность информационных служб прочая, не включенная в другие группировки",63.99,2023,
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2017,80.0056
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2019,
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2020,
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2021,
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2022,
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2023,11.8172
"Деятельность по предоставлению финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64,2024,3.612
Денежное посредничество,64.1,2024,
Денежное посредничество прочее,64.19,2024,
"Деятельность по предоставлению прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению",64.9,2024,2.7704
"Предоставление прочих финансовых услуг, кроме услуг по страхованию и пенсионному обеспечению, не включенных в другие группировки",64.99,2024,2.7704
Операции с недвижимым имуществом,68,2024,75.2834
Аренда и управление собственным или арендованным недвижимым имуществом,68.20,2024,75.2134
Аренда и управление собственным или арендованным нежилым недвижимым имуществом,68.20.2,2024,75.2134
Аренда и управление собственным или арендованным прочим нежилым недвижимым имуществом,68.20.29,2024,75.2134
Операции с недвижимым имуществом за вознаграждение или на договорной основе,68.3,2024,
Управление недвижимым имуществом за вознаграждение или на договорной основе,68.32,2024,
Управление эксплуатацией нежилого фонда за вознаграждение или на договорной основе,68.32.2,2024,
Деятельность в области права и бухгалтерского учета,69,2017,
Деятельность в области права и бухгалтерского учета,69,2019,207.925
Деятельность в области права и бухгалтерского учета,69,2020,
Деятельность в области права и бухгалтерского учета,69,2021,
Деятельность в области права и бухгалтерского учета,69,2022,
Деятельность в области права и бухгалтерского учета,69,2023,
Деятельность в области права и бухгалтерского учета,69,2024,
Деятельность в области права,69.10,2024,
Деятельность головных офисов; консультирование по вопросам управления,70,2017,14.84
Деятельность головных офисов; консультирование по вопросам управления,70,2018,36.7627
Деятельность головных офисов; консультирование по вопросам управления,70,2019,169.7893
Деятельность головных офисов; консультирование по вопросам управления,70,2020,550.1643
Деятельность головных офисов; консультирование по вопросам управления,70,2021,136.0489
Деятельность головных офисов; консультирование по вопросам управления,70,2022,1926.1327
Деятельность головных офисов; консультирование по вопросам управления,70,2023,3405.32
Деятельность головных офисов; консультирование по вопросам управления,70,2024,3063.5306
Деятельность головных офисов,70.1,2017,
Деятельность головных офисов,70.1,2018,
Деятельность головных офисов,70.1,2019,
Деятельность головных офисов,70.1,2020,196.7658
Деятельность головных офисов,70.1,2021,
Деятельность головных офисов,70.1,2022,1402.4782
Деятельность головных офисов,70.1,2023,3095.8937
Деятельность головных офисов,70.10,2024,2659.7719
Консультирование по вопросам управления,70.2,2017,13.314
Консультирование по вопросам управления,70.2,2018,
Консультирование по вопросам управления,70.2,2019,53.2375
Консультирование по вопросам управления,70.2,2020,353.3985
Консультирование по вопросам управления,70.2,2021,62.2989
Консультирование по вопросам управления,70.2,2022,523.6545
Консультирование по вопросам управления,70.2,2023,309.4263
Консультирование по вопросам управления,70.2,2024,403.7587
Консультирование по вопросам коммерческой деятельности и управления,70.22,2024,403.7587
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2017,8849.923
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2018,10310.3808
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2019,30963.7515
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2020,15068.3876
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2021,9018.0415
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2022,10696.8173
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2023,21360.9934
"Деятельность в области архитектуры и инженерно-технического проектирования; технических испытаний, исследований и анализа",71,2024,16666.0886
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2017,7742.3956
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2018,9087.2734
"Деятельность в области архитектуры, инженерных изысканий и предоставление технических консультаций в этих областях",71.1,2019,13807.8851
