sector,okved2,year,pinetusage_s
Производство контрольно-измерительных и навигационных приборов и аппаратов; производство часов,26.5,2023.0,0.9862385321100917
Производство контрольно-измерительных и навигационных приборов и аппаратов; производство часов,26.5,2024.0,0.9797979797979798
"Производство инструментов и приборов для измерения, тестирования и навигации",26.51,2021.0,0.9640287769784173
"Производство инструментов и приборов для измерения, тестирования и навигации",26.51,2022.0,0.9710144927536232
"Производство инструментов и приборов для измерения, тестирования и навигации",26.51,2023.0,0.9862068965517241
"Производство инструментов и приборов для измерения, тестирования и навигации",26.51,2024.0,0.9797160243407708
"Производство прочих инструментов и приборов для измерения, тестирования и навигации",26.51.02.АГ,2021.0,0.9526315789473684
"Производство прочих инструментов и приборов для измерения, тестирования и навигации",26.51.02.АГ,2022.0,0.9679144385026738
"Производство прочих инструментов и приборов для измерения, тестирования и навигации",26.51.02.АГ,2023.0,0.9894736842105263
"Производство прочих инструментов и приборов для измерения, тестирования и навигации",26.51.02.АГ,2024.0,0.9909502262443439
"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов",26.51.1,2021.0,0.9795918367346939
"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов",26.51.1,2022.0,0.96
"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов",26.51.1,2023.0,0.9803921568627451
"Производство навигационных, метеорологических, геодезических, геофизических и аналогичного типа приборов, аппаратуры и инструментов",26.51.1,2024.0,1.0
"Производство точных весов; производство ручных инструментов для черчения, разметки и математических расчетов; производство ручных инструментов для измерения линейных размеров, не включенных в другие группировки",26.51.3,2021.0,1.0
"Производство точных весов; производство ручных инструментов для черчения, разметки и математических расчетов; производство ручных инструментов для измерения линейных размеров, не включенных в другие группировки",26.51.3,2022.0,1.0
"Производство точных весов; производство ручных инструментов для черчения, разметки и математических расчетов; производство ручных инструментов для измерения линейных размеров, не включенных в другие группировки",26.51.3,2023.0,
"Производство точных весов; производство ручных инструментов для черчения, разметки и математических расчетов; производство ручных инструментов для измерения линейных размеров, не включенных в другие группировки",26.51.3,2024.0,1.0
Производство приборов и аппаратуры для измерения электрических величин или ионизирующих излучений,26.51.4,2021.0,0.9583333333333334
Производство приборов и аппаратуры для измерения электрических величин или ионизирующих излучений,26.51.4,2022.0,0.9583333333333334
Производство приборов и аппаратуры для измерения электрических величин или ионизирующих излучений,26.51.4,2023.0,1.0
Производство приборов и аппаратуры для измерения электрических величин или ионизирующих излучений,26.51.4,2024.0,1.0
Производство приборов для контроля прочих физических величин,26.51.5,2021.0,0.9622641509433962
Производство приборов для контроля прочих физических величин,26.51.5,2022.0,0.9791666666666666
Производство приборов для контроля прочих физических величин,26.51.5,2023.0,0.9696969696969697
Производство приборов для контроля прочих физических величин,26.51.5,2024.0,0.9629629629629629
"Производство прочих приборов, датчиков, аппаратуры и инструментов для измерения, контроля и испытаний",26.51.6,2021.0,0.9736842105263158
"Производство прочих приборов, датчиков, аппаратуры и инструментов для измерения, контроля и испытаний",26.51.6,2022.0,1.0
"Производство прочих приборов, датчиков, аппаратуры и инструментов для измерения, контроля и испытаний",26.51.6,2023.0,0.9887640449438202
"Производство прочих приборов, датчиков, аппаратуры и инструментов для измерения, контроля и испытаний",26.51.6,2024.0,0.9714285714285714
Производство часов,26.52,2021.0,1.0
Производство часов,26.52,2022.0,1.0
Производство часов,26.52,2023.0,1.0
Производство часов,26.52,2024.0,1.0
Производство часов всех видов и прочих приборов времени,26.52.1,2021.0,1.0
Производство часов всех видов и прочих приборов времени,26.52.1,2022.0,1.0
Производство часов всех видов и прочих приборов времени,26.52.1,2023.0,1.0
Производство часов всех видов и прочих приборов времени,26.52.1,2024.0,1.0
"Производство часовых механизмов, деталей и составных частей часов и приборов времени",26.52.2,2021.0,1.0
"Производство часовых механизмов, деталей и составных частей часов и приборов времени",26.52.2,2022.0,1.0
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2021.0,1.0
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2022.0,1.0
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2023.0,1.0
"Производство облучающего и электротерапевтического оборудования, применяемого в медицинских целях",26.60,2024.0,0.9772727272727273
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2021.0,1.0
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2022.0,1.0
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2023.0,1.0
"Производство аппаратов, применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гамма-излучений",26.60.1,2024.0,0.9705882352941176
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2021.0,1.0
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2022.0,1.0
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2023.0,1.0
"Производство инструмента, оборудования и приспособлений, применяемых в медицинских целях",26.60.4,2024.0,1.0
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2021.0,1.0
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2022.0,1.0
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2023.0,1.0
"Производство диагностического и терапевтического оборудования, применяемого в медицинских целях",26.60.5,2024.0,1.0
"Производство ультразвукового оборудования, применяемого в медицинских целях",26.60.7,2023.0,1.0
"Производство прочего оборудования, применяемого в медицинских целях",26.60.9,2021.0,1.0
"Производство прочего оборудования, применяемого в медицинских целях",26.60.9,2022.0,1.0
"Производство оптических приборов, фото- и кинооборудования",26.70,2021.0,0.9545454545454546
"Производство оптических приборов, фото- и кинооборудования",26.70,2022.0,1.0
"Производство оптических приборов, фото- и кинооборудования",26.70,2023.0,1.0
"Производство оптических приборов, фото- и кинооборудования",26.70,2024.0,1.0
Производство фото- и кинооборудования,26.70.1,2021.0,1.0
Производство фото- и кинооборудования,26.70.1,2022.0,1.0
Производство фото- и кинооборудования,26.70.1,2023.0,1.0
Производство фото- и кинооборудования,26.70.1,2024.0,1.0
Производство оптических систем обнаружения оружия,26.70.3,2021.0,1.0
Производство оптических систем обнаружения оружия,26.70.3,2022.0,1.0
Производство оптических систем обнаружения оружия,26.70.3,2023.0,1.0
Производство оптических систем обнаружения оружия,26.70.3,2024.0,1.0
"Производство линз, оптических микроскопов, биноклей и телескопов",26.70.5,2021.0,1.0
"Производство линз, оптических микроскопов, биноклей и телескопов",26.70.5,2022.0,1.0
Производство оптических прицелов и приборов определения координат целей,26.70.6,2021.0,1.0
Производство оптических прицелов и приборов определения координат целей,26.70.6,2022.0,1.0
Производство оптических прицелов и приборов определения координат целей,26.70.6,2023.0,1.0
Производство оптических прицелов и приборов определения координат целей,26.70.6,2024.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.8,2017.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.8,2018.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.8,2019.0,0.75
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2021.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2022.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2023.0,1.0
Производство незаписанных магнитных и оптических технических носителей информации,26.80,2024.0,1.0
Производство электрического оборудования,27,2017.0,0.9944547134935305
Производство электрического оборудования,27,2018.0,0.9933884297520661
Производство электрического оборудования,27,2019.0,0.9965694682675815
Производство электрического оборудования,27,2021.0,0.9875195007800313
Производство электрического оборудования,27,2022.0,0.978978978978979
Производство электрического оборудования,27,2023.0,0.9919463087248322
Производство электрического оборудования,27,2024.0,0.9886649874055415
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2021.0,0.9896193771626297
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2022.0,0.9772727272727273
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2023.0,0.9916666666666667
"Производство электродвигателей, генераторов, трансформаторов и распределительных устройств, а также контрольно-измерительной аппаратуры",27.1,2024.0,0.9869109947643979
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2021.0,1.0
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2022.0,0.9906542056074766
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2023.0,1.0
"Производство электродвигателей, электрогенераторов и трансформаторов",27.11,2024.0,0.9754098360655737
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2021.0,1.0
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2022.0,0.98989898989899
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2023.0,1.0
"Производство электродвигателей, генераторов и трансформаторов, кроме ремонта",27.11.1,2024.0,0.9739130434782609
Производство электродвигателей,27.11.11,2021.0,1.0
Производство электродвигателей,27.11.11,2022.0,1.0
Производство электродвигателей,27.11.11,2023.0,1.0
Производство электродвигателей,27.11.11,2024.0,1.0
Производство генераторов,27.11.12,2021.0,1.0
Производство генераторов,27.11.12,2022.0,1.0
Производство генераторов,27.11.12,2023.0,1.0
Производство генераторов,27.11.12,2024.0,1.0
Производство трансформаторов,27.11.13,2021.0,1.0
Производство трансформаторов,27.11.13,2022.0,1.0
Производство трансформаторов,27.11.13,2023.0,1.0
Производство трансформаторов,27.11.13,2024.0,0.9459459459459459
Производство электрической распределительной и регулирующей аппаратуры,27.12,2021.0,0.984375
Производство электрической распределительной и регулирующей аппаратуры,27.12,2022.0,0.9701492537313433
Производство электрической распределительной и регулирующей аппаратуры,27.12,2023.0,0.9879032258064516
Производство электрической распределительной и регулирующей аппаратуры,27.12,2024.0,0.9923076923076923
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2021.0,1.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2022.0,1.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2023.0,1.0
Производство электрических аккумуляторов и аккумуляторных батарей,27.20,2024.0,1.0
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2021.0,1.0
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2022.0,1.0
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2023.0,1.0
"Производство первичных элементов, батарей первичных элементов и их частей",27.20.1,2024.0,1.0
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2021.0,1.0
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2022.0,1.0
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2023.0,1.0
"Производство аккумуляторов, в том числе для автомобилей, аккумуляторных батарей и их составных частей",27.20.2,2024.0,1.0
Производство аккумуляторов для автомобилей,27.20.21,2021.0,1.0
Производство аккумуляторов для автомобилей,27.20.21,2022.0,1.0
Производство аккумуляторов для автомобилей,27.20.21,2023.0,1.0
Производство аккумуляторов для автомобилей,27.20.21,2024.0,1.0
Производство аккумуляторных батарей и их частей,27.20.22,2021.0,1.0
Производство аккумуляторных батарей и их частей,27.20.22,2022.0,1.0
Производство аккумуляторных батарей и их частей,27.20.22,2023.0,1.0
Производство аккумуляторных батарей и их частей,27.20.22,2024.0,1.0
Производство прочих аккумуляторов,27.20.23,2021.0,1.0
Производство прочих аккумуляторов,27.20.23,2022.0,1.0
Производство прочих аккумуляторов,27.20.23,2023.0,1.0
Производство прочих аккумуляторов,27.20.23,2024.0,1.0
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2021.0,1.0
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2022.0,1.0
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2023.0,
Производство солнечных батарей для наземного энергообеспечения и их составных частей,27.20.3,2024.0,1.0
Производство кабелей и кабельной арматуры,27.3,2021.0,0.9761904761904762
Производство кабелей и кабельной арматуры,27.3,2022.0,0.9586776859504132
Производство кабелей и кабельной арматуры,27.3,2023.0,0.9921875
Производство кабелей и кабельной арматуры,27.3,2024.0,0.9931506849315068
Производство волоконно-оптических кабелей,27.31,2021.0,1.0
Производство волоконно-оптических кабелей,27.31,2022.0,1.0
Производство волоконно-оптических кабелей,27.31,2023.0,1.0
Производство волоконно-оптических кабелей,27.31,2024.0,1.0
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2021.0,0.9693877551020408
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2022.0,0.9479166666666666
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2023.0,0.9903846153846154
Производство прочих проводов и кабелей для электронного и электрического оборудования,27.32,2024.0,0.9916666666666667
Производство кабелей для телефонной связи,27.32.1,2021.0,0.8181818181818182
Производство кабелей для телефонной связи,27.32.1,2022.0,0.6666666666666666
Производство кабелей для телефонной связи,27.32.1,2023.0,1.0
Производство кабелей для телефонной связи,27.32.1,2024.0,1.0
Производство силовых кабелей,27.32.2,2021.0,1.0
Производство силовых кабелей,27.32.2,2022.0,0.984375
Производство силовых кабелей,27.32.2,2023.0,1.0
Производство силовых кабелей,27.32.2,2024.0,0.9875
Производство обмоточных эмалированных кабелей,27.32.3,2021.0,1.0
Производство обмоточных эмалированных кабелей,27.32.3,2022.0,1.0
Производство обмоточных эмалированных кабелей,27.32.3,2023.0,1.0
Производство обмоточных эмалированных кабелей,27.32.3,2024.0,1.0
Производство электроустановочных изделий,27.33,2021.0,1.0
Производство электроустановочных изделий,27.33,2022.0,1.0
Производство электроустановочных изделий,27.33,2023.0,1.0
Производство электроустановочных изделий,27.33,2024.0,1.0
Производство электрических ламп и осветительного оборудования,27.40,2021.0,1.0
Производство электрических ламп и осветительного оборудования,27.40,2022.0,1.0
Производство электрических ламп и осветительного оборудования,27.40,2023.0,1.0
Производство электрических ламп и осветительного оборудования,27.40,2024.0,0.9682539682539683
Производство бытовых приборов,27.5,2021.0,1.0
Производство бытовых приборов,27.5,2022.0,1.0
Производство бытовых приборов,27.5,2023.0,0.9555555555555556
Производство бытовых приборов,27.5,2024.0,1.0
Производство бытовых электрических приборов,27.51,2021.0,1.0
Производство бытовых электрических приборов,27.51,2022.0,1.0
Производство бытовых электрических приборов,27.51,2023.0,0.9722222222222222
Производство бытовых электрических приборов,27.51,2024.0,1.0
Производство стиральных машин,27.51.1,2021.0,1.0
Производство стиральных машин,27.51.1,2022.0,1.0
Производство стиральных машин,27.51.1,2023.0,1.0
Производство стиральных машин,27.51.1,2024.0,1.0
Производство холодильников и морозильников,27.51.2,2023.0,
Производство холодильников и морозильников,27.51.2,2024.0,1.0
Производство бытовых неэлектрических приборов,27.52,2021.0,1.0
Производство бытовых неэлектрических приборов,27.52,2022.0,1.0
Производство бытовых неэлектрических приборов,27.52,2023.0,0.8888888888888888
Производство бытовых неэлектрических приборов,27.52,2024.0,1.0
Производство прочего электрического оборудования,27.90,2021.0,0.9813084112149533
Производство прочего электрического оборудования,27.90,2022.0,0.9821428571428571
Производство прочего электрического оборудования,27.90,2023.0,1.0
Производство прочего электрического оборудования,27.90,2024.0,0.9919354838709677
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2021.0,0.9888888888888889
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2022.0,0.9893617021276596
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2023.0,1.0
"Производство электрического оборудования прочего, не включенного в другие группировки",27.90.9,2024.0,1.0
"Производство машин и оборудования, не включенных в другие группировки",28,2017.0,0.9942594718714122
"Производство машин и оборудования, не включенных в другие группировки",28,2018.0,0.9956989247311828
"Производство машин и оборудования, не включенных в другие группировки",28,2019.0,0.9989406779661016
"Производство машин и оборудования, не включенных в другие группировки",28,2021.0,0.9732313575525813
"Производство машин и оборудования, не включенных в другие группировки",28,2022.0,0.9746606334841629
"Производство машин и оборудования, не включенных в другие группировки",28,2023.0,0.9902309058614565
"Производство машин и оборудования, не включенных в другие группировки",28,2024.0,0.979746835443038
Производство машин и оборудования общего назначения,28.1,2021.0,0.9863481228668942
Производство машин и оборудования общего назначения,28.1,2022.0,0.9832214765100671
Производство машин и оборудования общего назначения,28.1,2023.0,0.9937694704049844
Производство машин и оборудования общего назначения,28.1,2024.0,0.9838187702265372
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2021.0,1.0
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2022.0,1.0
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2023.0,1.0
"Производство двигателей и турбин, кроме авиационных, автомобильных и мотоциклетных двигателей",28.11,2024.0,1.0
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2021.0,1.0
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2022.0,1.0
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2023.0,1.0
"Производство двигателей, кроме авиационных, автомобильных и мотоциклетных",28.11.1,2024.0,1.0
Производство турбин,28.11.2,2021.0,1.0
Производство турбин,28.11.2,2022.0,1.0
Производство турбин,28.11.2,2023.0,1.0
Производство турбин,28.11.2,2024.0,1.0
Производство паровых турбин,28.11.21,2021.0,1.0
Производство паровых турбин,28.11.21,2022.0,
Производство паровых турбин,28.11.21,2023.0,1.0
Производство паровых турбин,28.11.21,2024.0,1.0
"Производство газовых турбин, кроме турбореактивных и турбовинтовых",28.11.23,2021.0,1.0
"Производство газовых турбин, кроме турбореактивных и турбовинтовых",28.11.23,2022.0,1.0
"Производство газовых турбин, кроме турбореактивных и турбовинтовых",28.11.23,2023.0,1.0
Производство гидравлического и пневматического силового оборудования,28.12,2021.0,1.0
Производство гидравлического и пневматического силового оборудования,28.12,2022.0,0.9821428571428571
Производство гидравлического и пневматического силового оборудования,28.12,2023.0,0.9824561403508771
Производство гидравлического и пневматического силового оборудования,28.12,2024.0,0.9818181818181818
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2021.0,1.0
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2022.0,1.0
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2023.0,1.0
Производство гидравлических и пневматических силовых установок и двигателей,28.12.1,2024.0,1.0
Производство гидравлических насосов,28.12.2,2021.0,1.0
Производство гидравлических насосов,28.12.2,2022.0,1.0
Производство гидравлических насосов,28.12.2,2023.0,0.8571428571428571
Производство гидравлических насосов,28.12.2,2024.0,0.9090909090909091
Производство прочих насосов и компрессоров,28.13,2021.0,0.9701492537313433
Производство прочих насосов и компрессоров,28.13,2022.0,0.9736842105263158
Производство прочих насосов и компрессоров,28.13,2023.0,1.0
Производство прочих насосов и компрессоров,28.13,2024.0,1.0
Производство арматуры трубопроводной (арматуры),28.14,2021.0,0.989247311827957
Производство арматуры трубопроводной (арматуры),28.14,2022.0,0.98989898989899
Производство арматуры трубопроводной (арматуры),28.14,2023.0,0.9903846153846154
Производство арматуры трубопроводной (арматуры),28.14,2024.0,0.9801980198019802
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2021.0,0.9761904761904762
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2022.0,0.9736842105263158
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2023.0,1.0
"Производство подшипников, зубчатых передач, элементов механических передач и приводов",28.15,2024.0,0.9523809523809523
Производство шариковых и роликовых подшипников,28.15.1,2021.0,1.0
Производство шариковых и роликовых подшипников,28.15.1,2022.0,1.0
Производство шариковых и роликовых подшипников,28.15.1,2023.0,1.0
Производство шариковых и роликовых подшипников,28.15.1,2024.0,1.0
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2021.0,1.0
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2022.0,0.9375
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2023.0,1.0
"Производство корпусов подшипников и подшипников скольжения, зубчатых колес, зубчатых передач и элементов приводов",28.15.2,2024.0,0.95
Производство прочих подшипников,28.15.9,2022.0,
Производство прочих подшипников,28.15.9,2024.0,
Производство прочих машин и оборудования общего назначения,28.2,2021.0,0.968944099378882
Производство прочих машин и оборудования общего назначения,28.2,2022.0,0.9679144385026738
Производство прочих машин и оборудования общего назначения,28.2,2023.0,0.9913294797687862
Производство прочих машин и оборудования общего назначения,28.2,2024.0,0.9720812182741116
"Производство печей, термокамер и печных горелок",28.21,2021.0,1.0
"Производство печей, термокамер и печных горелок",28.21,2022.0,0.8947368421052632
"Производство печей, термокамер и печных горелок",28.21,2023.0,0.95
"Производство печей, термокамер и печных горелок",28.21,2024.0,0.9310344827586207
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2021.0,1.0
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2022.0,1.0
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2023.0,1.0
"Производство неэлектрических печей, горелок и устройств для них",28.21.1,2024.0,1.0
Производство электрических печей,28.21.2,2021.0,1.0
Производство электрических печей,28.21.2,2022.0,1.0
Производство электрических печей,28.21.2,2023.0,1.0
Производство электрических печей,28.21.2,2024.0,1.0
Производство подъемно-транспортного оборудования,28.22,2021.0,0.9722222222222222
Производство подъемно-транспортного оборудования,28.22,2022.0,0.9594594594594594
Производство подъемно-транспортного оборудования,28.22,2023.0,0.9838709677419355
Производство подъемно-транспортного оборудования,28.22,2024.0,0.9565217391304348
Производство талей и подъемников,28.22.1,2021.0,1.0
Производство талей и подъемников,28.22.1,2022.0,1.0
Производство талей и подъемников,28.22.1,2023.0,1.0
Производство талей и подъемников,28.22.1,2024.0,1.0
Производство лебедок и кабестанов,28.22.2,2021.0,1.0
Производство лебедок и кабестанов,28.22.2,2022.0,1.0
Производство лебедок и кабестанов,28.22.2,2023.0,
Производство лебедок и кабестанов,28.22.2,2024.0,
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2021.0,1.0
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2023.0,1.0
Производство домкратов и подъемных механизмов для транспортных средств,28.22.3,2024.0,1.0
Производство подъемных кранов,28.22.4,2021.0,0.9375
Производство подъемных кранов,28.22.4,2022.0,1.0
Производство подъемных кранов,28.22.4,2023.0,1.0
Производство подъемных кранов,28.22.4,2024.0,1.0
Производство подъемных кранов для строительства,28.22.41,2021.0,1.0
Производство подъемных кранов для строительства,28.22.41,2022.0,1.0
Производство подъемных кранов для строительства,28.22.41,2023.0,1.0
Производство прочих подъемных кранов,28.22.42,2021.0,0.9285714285714286
Производство прочих подъемных кранов,28.22.42,2022.0,1.0
Производство прочих подъемных кранов,28.22.42,2023.0,1.0
Производство прочих подъемных кранов,28.22.42,2024.0,1.0
"Производство автопогрузчиков и тягачей, используемых на железнодорожных платформах",28.22.5,2023.0,1.0
"Производство автопогрузчиков и тягачей, используемых на железнодорожных платформах",28.22.5,2024.0,1.0
"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек",28.22.6,2021.0,1.0
"Производство лифтов, скриповых подъемников, эскалаторов и движущихся пешеходных дорожек",28.22.6,2022.0,0.9285714285714286
